track_id,artist,album,track,album_track_seq,track_release_date
7lJbTVbDEMa3w7NFamrwdq,Nitty Gritty Dirt Band,Hold On,Fishin' in the Dark,1,1987-04-01
6urCAbunOQI4bLhmGpX7iS,No Doubt,Tragic Kingdom,Don't Speak,10,1995-10-10
4yZYolqyUgoGxSCoKZuYjN,Norah Jones,Come Away With Me (Deluxe Edition),Don't Know Why,1,2002-02-22
0jvN7eQJJt4nxQzgQfZ1SP,Norman Greenbaum,Spirit In The Sky,Spirit In The Sky,2,1969-01-01
5ByAIlEEnxYdvpnezg7HTX,The Notorious B.I.G.,Ready to Die (The Remaster),Juicy - 2005 Remaster,10,1994-09-13
5wj4E6IsrVtn8IBJQOd0Cl,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Wonderwall - Remastered,3,1995-10-02
2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,My Head Is An Animal,Little Talks,6,2012-01-01
6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",3,2008-06-17
4nVBt6MZDDP6tRVdQTgxJg,One Direction,Midnight Memories (Deluxe),Story of My Life,2,2013-11-25
5267gVdYWrLoz6ClOhlqmE,Orgy,Candyass,Blue Monday,7,1998-08-18
0lGEWOZvMexZFXckBJxlVO,Os Mutantes,"""Os Mutantes""",A Minha Menina,2,1968-01-01
2yLGNMqELHRUst4IAOyF95,The Osmonds,Love Me For A Reason,Having A Party,1,1974-11-02
3zBhihYUHBmGd2bcQIobrF,Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,1,1968
4oDZ5L8izBals6jKBJDBcX,The Outfield,Play Deep,Your Love,2,1985-06-29
2sXtpY9mCTXnUTUSQqrXbX,The Outlaws,The Outlaws,Green Grass & High Tides,10,1975
2PpruBYCo4H7WOBJ7Q2EwM,OutKast,Speakerboxxx/The Love Below,Hey Ya!,9,2003
1R9EHsvzpXwOvlGkgDmE55,The Ozark Mountain Daredevils,It'll Shine When It Shines,Jackie Blue,3,1974
2b9lp5A6CqSzwOrBfAFhof,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),Crazy Train,2,1980-09-20
7fcfNW0XxTWlwVlftzfDOR,Pantera,Vulgar Display of Power,Walk,3,1992-02-21
0w5Bdu51Ka25Pf3hojsKHh,Paramore,After Laughter,Hard Times,1,2017-05-12
4XRkQloZFcRrCONN7ZQ49Y,Parliament,Mothership Connection,Give Up The Funk (Tear The Roof Off The Sucker),6,1975-12-15
3VXRhmrh1PPy513WVGwxkO,George Clinton,Live At Montreux 2004,Not Just Knee Deep - Live,7,2005-01-01
0vOkmmJEtjuFZDzrQSFzEE,Pat Benatar,Crimes Of Passion,Hit Me With Your Best Shot,4,1980-08-05
3zpj9dvJABiyMrmLCPw6i8,Patsy Cline,Showcase,Crazy - Single Version,7,1961-11-27
77XlfkvXtMwppbEU5sku97,Patti Smith,Easter,Because the Night,3,1978-03-03
78TTtXnFQPzwqlbtbwqN0y,Rihanna,FourFiveSeconds,FourFiveSeconds,1,2015-01-24
2UOijRbR9Ym6gnegBqzpzu,Paul Revere & The Raiders,The Spirit of '67,Good Thing,1,1966-11-28
0qxYx4F3vm1AOnfux6dDxP,Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,6,1986-08-12
5MDQNJ7SZTytJwCbWKqJDL,Paula Cole,This Fire,I Don't Want to Wait,11,1996
1L94M3KIu7QluZe63g64rv,Pearl Jam,Ten,Alive,3,1991-08-27
0w7k5XRBGgGHfZtxj2QsOE,Peggy Sue,Motorcade,Motorcade,1,2019-10-15
0otlwsD3mSogk7VJCTp6Kg,Pete Townshend,Empty Glass,Let My Love Open The Door,4,1980-04-21
1A0j6qANKHgk7VZ6uvYO06,Peter And Gordon,The Ultimate Peter And Gordon,A World Without Love,1,2001-02-04
6BD1X1PeV5UzYUdiVaD2yL,Peter Frampton,Frampton,Show Me The Way,2,1975-01-01
1CM1wOqD2AIjt2MWd31LV2,Peter Gabriel,Peter Gabriel 1: Car (Remastered Version),Solsbury Hill,2,1977-02-25
4YwbSZaYeYja8Umyt222Qf,Phil Collins,"Hello, I Must Be Going! (Deluxe Edition)",You Can't Hurry Love - 2016 Remaster,5,1982-11-05
5LYJ631w9ps5h9tdvac7yP,Philip Bailey,Chinese Wall (Expanded Edition),Easy Lover,6,1984-10-01
79rIVB1fcJPoAj7zo070k9,The Picks,Buddy,Everyday,1,2012-08-21
4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,The Wall,"Another Brick in the Wall, Pt. 2",5,1979-11-30
4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,The Wall,"Another Brick in the Wall, Pt. 2",5,1979-11-30
6mcxQ1Y3uQRU0IHsvdNLH1,Pixies,Surfer Rosa (Remastered),Where Is My Mind?,7,1988
3zJw3rugfpVrmBeDDnUYzy,John Lennon,Power To The People - The Hits,Happy Xmas (War Is Over) - Remastered,14,2010-10-04
4l6uTQ4A2eWZrOzjgm1bey,Poco,Legend,Crazy Love,7,1978-01-01
43GS3mtezoIFiuIZCLLiDY,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),Every Rose Has Its Thorn - Remastered 2003,8,1988-03-21
1JSTJqkT5qHq8MDJnJbRE1,The Police,Synchronicity (Remastered 2003),Every Breath You Take,7,1983-06-17
5kcQEPksJHTOLQ4In5oGN2,Porno for Pyros,Porno For Pyros,Pets,6,1993-04-23
6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Woodstock,Feel It Still,4,2017-06-16
6aF5JtQSrh7wNrkDE9B0My,Powerman 5000,Tonight The Stars Revolt,When Worlds Collide,3,1999-01-01
2JdzB67NvIa90K4gEZPLeX,The Presidents Of The United States Of America,The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,Lump,3,1995
0SDXfgqRSPrY6QRn9wU9C4,The Pretenders,A Very Special Christmas,Have Yourself A Merry Little Christmas,5,1987-10-20
11Wda6v2dXnklOQYnJANjs,The Pretty Things,Parachute,She's a Lover,11,1999-01-01
5oPUBUzrAnwvlmMzl1VW7Y,The Prodigy,The Fat of the Land - Expanded Edition,Breathe,2,1997
54X78diSLoUDI3joC2bjMz,Prince,Purple Rain,Purple Rain,9,1984-06-25
78ZqE2tjAxbqEGGlvGnQfT,Procol Harum,Hits'n'Flips,A Whiter Shade of Pale - Original Single Version,1,2019-05-03
16DhvbuyvJob4Q9GHNYu2n,Puddle Of Mudd,Come Clean,She Hates Me,6,2001-08-28
34FWzxRaGdAZyGQz0krlHF,Pure Prairie League,Bustin Out,Amie - Remastered 1988,6,1972
1gy0aDwEfp8E81oM0c4b5U,Q5,Steel the Light,Steel the Light,3,1984-01-01
7tFiyTwD0nx5a1eklYtX2J,Queen,A Night At The Opera (Deluxe Remastered Version),Bohemian Rhapsody - 2011 Mix,11,1975-11-21
3pMsqOoZTtzUiZXmDVtrCD,Elijah Kelley,Hairspray (Original Motion Picture Soundtrack) [Collector's Edition],You Can't Stop The Beat,16,2007-07-10
6NvRxjfYkkT2SpirAlmsjH,Queens of the Stone Age,Songs For The Deaf,No One Knows,3,2002
6OSyCAmXT4Gkd3OQ2aPOaF,Queensrÿche,Empire - 20th Anniversary Edition,Silent Lucidity - Remastered/2003,8,1990
7zvMaTcCspbRMahT4DcjQG,The Quarrymen,Anthology 1,In Spite Of All The Danger - Anthology 1 Version,4,1995-11-20
3vV3cr2TpPqFk07zxYUbla,Quiet Riot,Metal Health,Cum on Feel the Noize,2,1983
6b2oQwSGFkzsMtQruIWm2p,Radiohead,Pablo Honey,Creep,2,1993-02-22
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,2,1992
5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),1,2019-01-11
0HsGh7cboYz6cVMIyFrQ8j,Rainbow Kitten Surprise,Seven + Mary,Devil Like Me,6,2013-11-19
6kooDsorCpWVMGc994XjWN,Ram Jam,Ram Jam,Black Betty,1,1977-06-20
4KcH1ZRV2W1q7Flq0QqC76,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Blitzkrieg Bop - 2016 Remaster,1,1976-04-23
2bPGTMB5sFfFYQ2YvSmup0,Rammstein,RAMMSTEIN,DEUTSCHLAND,1,2019-05-17
3QwbKe0s8TcNclzXAXHeHy,The Rascals,Time Peace: The Rascals' Greatest Hits,A Beautiful Morning - Single Version,14,1990-07-23
2Fs18NaCDuluPG1DHGw1XG,Rascal Flatts,Me And My Gang,Life is a Highway,14,2006-01-01
1fr92Vupmcs2vgLMFVQ7rd,The Rasmus,Dead Letters,In the Shadows,2,2003-03-24
278kw1KHA8oxEIlAnjd5qX,Jimmy & the Raspberries,Jimmy & the Raspberries,California,4,2010-07-14
2xar08Fq5xra2KKZs5Bw9j,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,14,1957-01-01
7GVUmCP00eSsqc4tzj1sDD,Redbone,Come and Get Your Love,Come and Get Your Love - Single Version,1,1973-11-01
3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,11,1991-09-24
4rAnSE0E0f33unxXsQa5Fr,Red Rider,As Far As Siam,Lunatic Fringe,1,1981-01-01
14g6foD6sxO1qgkDKuPgWv,The Replacements,Tim [Expanded Edition],Swingin Party - 2008 Remaster,6,1985
5OGfBbWmRRkDiZiJbu5WIr,Richard Hell,Spurts: The Richard Hell Story (2013 Remaster),Blank Generation - 2013 Remaster,4,2005-08-02
2dCmGcEOQrMQhMMS8Vj7Ca,Rick James,Street Songs (Deluxe Edition),Super Freak,5,1981-04-07
0SsYlkXxZ5vkWOTsKxMfMz,Ricky Nelson,Ricky Sings Again (Expanded Edition / Remastered),Lonesome Town,4,1959-01-01
1hwN2eAwsXgktvw9Qe8TrP,Ringo Starr,Ringo,Photograph,3,1973-01-01
3asFGFY3uLjMDmML1p0tYm,Rise Against,Appeal To Reason,Savior,11,2008-01-01
2aEeghgUcnu75tzcolFMfs,Ritchie Valens,Ritchie Valens,La Bamba - Single Version,7,1959
3LtwmK1OfN0dGs9jf3qSjn,Rob Thomas,cradlesong,Her Diamonds,1,2009-06-22
6Nm8h73ycDG2saCnZV8poF,Rob Zombie,Hellbilly Deluxe,Dragula,3,1998-01-01
7fH9ZS8gezOtky5bkYHvCN,Robbie Williams,The Ego Has Landed,Angels,5,1999
5izGeTxueiFX1UPFGohY9w,Robert Palmer,Riptide,Addicted To Love,3,1985-01-01
7257drAN3eTtaaUUPw95B3,Robert Plant,The Principle Of Moments,Big Log - 2006 Remaster,8,2007-05-21
6rovOdp3HgK1DeAMYDzoA7,Rod Stewart,Every Picture Tells A Story,Maggie May,5,1971-05-18
4cHvNUjD8pzO8qNR8P5Gwl,Roger Daltrey,Ever Fallen in Love (With Someone You Shouldn't've)?,Ever Fallen in Love (With Someone You Shouldn't've)?,1,2005-11-11
47WVTpZdDpjftdfc6BJ3Me,Roger Taylor,the lot,Man On Fire,3,2014-01-01
63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,Aftermath,"Paint It, Black",1,1966-04-15
1WN4uNclrDuczTO3bCr8s1,The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,Be My Baby,7,2012-04-24
6uy8TRzbZysORwj7glkhq5,Ronnie James Dio,This Is '80s Hair Metal,Dream On,9,2003-06-10
5GvVxxwieOVIlZaCU9bG0R,Ronny & The Daytonas,G.T.O. Best Of The Mala Recordings,G.T.O.,1,2005-09-20
3D8G2xuMXgHnpbttOQGQOT,Rory Storm & The Hurricanes,This Is Mersey Beat,Beautiful Dreamer,13,2019-11-28
78TnMTAFmWUWWCgNXR7D3K,Roxette,Look Sharp! (2009 Version),Listen to Your Heart,13,1988-10-19
6N7gPTru90HYLRUIVDQ185,Roxy Music,Avalon,More Than This - Remastered,1,1982-05-01
48i055G1OT5KxGGftwFxWy,Roy Orbison,"Oh, Pretty Woman","Oh, Pretty Woman",1,1962
6jBCehpNMkwFVF3dz4nLIW,Run–D.M.C.,Raising Hell,It's Tricky,2,1986-05-15
3QZ7uX97s82HFYSmQUAN1D,Rush,Moving Pictures (2011 Remaster),Tom Sawyer,1,1981-02-12
0z3WXu8NBUDOOLlLqFU6qT,Samantha Fox,Touch Me,Touch Me (I Want Your Body),1,2012-08-10
1XxUDJp9zsjd6tBSvE3la4,Sammy Hagar,Standing Hampton,Heavy Metal,5,1981-01-01
51wFQM8W0YfXTmHusXUr5i,Tyga,MAMACITA,MAMACITA,1,2019-10-25
4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Little Voice,Love Song,1,2007-07-03
013AWvizllIUEC2FOBzOnh,Savage Garden,Savage Garden,Truly Madly Deeply,3,1997-03-04
3sLhMSePzxSrmxluIqeoAZ,Screamin' Jay Hawkins,At Home with Screamin' Jay Hawkins,I Put a Spell On You,5,1958
7qzFXUvBk7lELXuxVREypV,Screaming Trees,Sweet Oblivion,Nearly Lost You,2,1992
3ovjw5HZZv43SxTwApooCM,Scorpions,Crazy World,Wind Of Change,4,1990-01-01
3B0ms7Xlxl16tRztKHpcu9,Seals and Crofts,Summer Breeze,Summer Breeze,4,1972
1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston,Beautiful Girls,Beautiful Girls,1,2007-07-23
54QcKmgRLTYowmRffIK2V1,Nashier Sean Lennon,Sttc the 90's,Bad Dream,4,2020-01-11
37eGbhE1xVFSvcKkqGb6i1,Sean Paul,Contra La Pared,Contra La Pared,1,2019-03-14
1A5V1sxyCLpKJezp75tUXn,Semisonic,20th Century Masters: The Millennium Collection: Best Of Semisonic,Closing Time,1,2003-01-01
6ui6l3ZNvlrGQZArwo8195,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols",God Save the Queen,6,1977-10-27
2ez6qvOTHKeI3ss80NGqnI,SHAED,Melt (Deluxe),Trampoline (with ZAYN),15,2019-12-27
2DVmysS5JXqtrNyL5buBR0,Shakin' Stevens,Shakin' Stevens - The Collection,Merry Christmas Everyone - Single Version - Re-mastered 2004,25,2005-04-08
1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,Come On Over,You're Still The One,10,1997-11-04
0bwy3sGHeYwng2Ioicq6wf,The Shirelles,Tonight's The Night,Will You Love Me Tomorrow,4,1961-01-01
2hEYslbdYWFSIA6JboUvnR,Shinedown,ATTENTION ATTENTION,DEVIL,2,2018-05-04
1Qq7Tq8zZHuelGv9LQE2Yy,Slash,Spotify Sessions,Sweet Child O' Mine - Acoustic,4,2014-08-25
5EOoMWIB9iK4ZpcSex9Ec7,Bob Seger,Stranger In Town,Old Time Rock & Roll,3,1978-05-05
1aDLUzCyYpRXgrjwUWzV2X,Silversun Pickups,Carnavas,Lazy Eye,7,2006-07-25
0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,Bookends,"Mrs. Robinson - From ""The Graduate"" Soundtrack",10,1968-04-03
6otiaV2fagE3s8IvP6WkwG,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'm Just a Kid,4,2018-04-06
6EZDbjz2X5XzgIZCtbsrXh,Siouxsie and the Banshees,Through The Looking Glass (Remastered And Expanded),The Passenger,7,1987-03-02
1SAkL1mYNJlaqnBQxVZrRl,Sir Mix-A-Lot,Mack Daddy,Baby Got Back,3,1992-01-01
17aDyX39gb1iV1ZWvD1ffE,Sir Sly,"Don't You Worry, Honey",High,1,2017-06-30
0qgrrDnUUhyxpxbBznUnzg,Skid Row,Skid Row,18 and Life,5,1989-01-24
2UREu1Y8CO4jXkbvqAtP7g,Skillet,Awake,Monster,2,2009-08-21
66hayvUbTotekKU3H4ta1f,Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),9,2015-02-24
5mpUKTdskZea0gStWzeHUZ,Slipknot,We Are Not Your Kind,Unsainted,2,2019-08-09
4lWi8GnQbYUmX9j0Y1Cx9u,Sleater-Kinney,The Woods,Modern Girl,5,2005-05-24
2BydLQAh7CUIFvSEqAMc4x,Sly & The Family Stone,Fresh,If You Want Me to Stay,2,1973-06-30
3cfOd4CMv2snFaKAnMdnvK,Smash Mouth,Astro Lounge,All Star,5,1999-01-01
5QLHGv0DfpeXLNFo7SFEy1,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),1979 - Remastered 2012,5,1995
0WQiDwKJclirSYG9v5tayI,The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,9,1986
2gliw3L0oa4w8LqaHploje,Smokey Robinson,Where There's Smoke...,Cruisin',7,1979-05-22
44q2DhInsQYJ8X1q2H1RNj,Smokie Norful,I Need You Now,I Need You Now,2,2002-01-01
4Q4w8aRdfhIIEhBututktL,Social Distortion,Social Distortion,Story of My Life,3,1990-03-27
0WIbzDVEpmOyBnqqdtqIL9,Sonic Youth,Daydream Nation (Deluxe Edition),Teen Age Riot (Album Version),1,1988-10-04
1TdmzgmdjrKQjJWk4jTGlO,Sonny Bono,Inner Views,Laugh at Me - Single Version,6,1967
4SGBuq37Ol4HJr7pQqFMKa,Sonny & Cher,Look At Us,I Got You Babe,1,1965
2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Superunknown (Deluxe Edition),Black Hole Sun,7,1994-03-09
0CsM8VGDi38kusMv3pxyj1,Spandau Ballet,True - The Digital E.P.,TRUE - Single Edit,1,2008-04-25
24Ja9b0r3vZDIYKfH8lTVv,Sparks,Kimono My House,This Town Ain't Big Enough For Both Of Us,1,1974-05
3qCHUm73I3o5F1mDEfibzo,The Spencer Davis Group,Gimme Some Loving / Blues In F,Gimme Some Lovin' - Single Mix,1,1966-11-17
6zyooAtuu9501vDvV7F8Ga,Spongebob Squarepants,SpongeBob's Greatest Hits,Gary's Song,13,2001
6FOpPA0a80RuBqqgDozvja,Staind,14 Shades of Grey,So Far Away,3,2003-05-13
6OnfBiiSc9RGKiBKKtZXgQ,Starship,Knee Deep In The Hoopla,We Built This City,1,1985-09-10
1ydpGKWD5D8tvTHWN8h58q,Status Quo,Rockin' All Over The World,Rockin' All Over The World,7,2005-01-01
1I7zHEdDx8Ny5RxzYPqsU2,Steely Dan,Can't Buy A Thrill,Reelin' In The Years,6,1972-01-01
3lN8PP6R2IxbLP05QpYXng,Steppenwolf,Steppenwolf,Born To Be Wild - Single Version,5,1968-01-01
1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,The Joker,The Joker,5,1973-01-01
2HcokWTBGI5EjGeNVLgd8Q,Steve Winwood,'80s Pop Number 1's,Higher Love - Single Version,14,2007-01-01
7Bs7E2RtJh6Zo1ngWIpm3s,Steven Adler,American '80s Hair Metal,Nice Boys,8,2008-01-22
6CKoWCWAqEVWVjpeoJXyNH,Sting,Ten Summoner's Tales,Shape Of My Heart,10,1993-03-09
6qLEOZvf5gI7kWE63JE7p3,Stone Temple Pilots,Purple (2019 Remaster),Interstate Love Song - 2019 Remaster,4,1994-06-07
23t8wosAfCbiLQy15HX8SE,Stone The Crows,Stone The Crows / Ode To John Law,The Touch Of Your Loving Hand,1,2015-09-04
79MMMdYL00iwKVHBSAUkLY,The Stooges,The Stooges (50th Anniversary Deluxe Edition) [2019 Remaster],I Wanna Be Your Dog - 2019 Remaster,2,1969-01-01
5yogRsv5ggT6iCnFgvdpho,Stray Cats,Built For Speed,Stray Cat Strut,4,1982-01-01
1CQqupcyMg7176PPmIVmSj,Styx,Pieces Of Eight,Renegade,8,1978-01-01
2hnMS47jN0etwvFPzYk11f,Sublime,Sublime,Santeria,6,1996-07-30
0qdnPX9umHlQBQuv2sYZlo,Sublime With Rome,Yours Truly (Deluxe),Take It or Leave It,9,2011-07-08
6uvwazq5PsHxftSMFGuQRS,The Sugarhill Gang,Party,Rapper's Delight,4,2017-02-17
0SoK5u8MD2VVikNPwXBz74,Sugarland,Bigger (Big Machine Radio Release Special),Babe,15,2018-06-07
3uPfVXcjnpOjyzI3jb3js4,Sugar Ray,Floored,Fly,13,1997-06-20
1HNE2PX70ztbEl6MLxrpNL,Sum 41,"All Killer, No Filler",In Too Deep,7,2001-01-01
5k7RUvywwUAl7Dq6qEXR8c,Sunny Day Real Estate,Diary (2009 Edition),In Circles - Remastered,2,1994-05-10
1OppEieGNdItZbE14gLBEv,The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,15,1966-08-25
4anUinKv803lyDD1vaSXhU,The Surfaris,The Best Of The Surfaris,Wipe Out - Hit Version / Extended Ending,1,2008-01-01
4uip0lLkMKl1nwchsdXs1r,Sweet,Desolation Boulevard,Fox On The Run,7,1974
79pfMqEMRo8jzPGX7fyw0K,Switchfoot,I Won't Let You Go,I Won't Let You Go,1,2017-11-03
5T7LRFc3HfK4AN0r14ZbkQ,Syd Barrett,The Madcap Laughs,Octopus,7,2016-05-13
2DlHlPMa4M17kufBvI2lEN,System Of A Down,Toxicity,Chop Suey!,6,2001-09-04
6FsQrRpBLgsrFeAeiQqytm,T. Rex,Electric Warrior [Expanded & Remastered],Bang a Gong (Get It On) - Remastered Version,6,1971-09-24
6vcdzohhBSbNdsZBh5IRpQ,Take That,Nobody Else (Expanded Edition),Back for Good - Radio Mix,2,1995-05-08
1i6N76fftMZhijOzFQ5ZtL,Talking Heads,Talking Heads '77 (Deluxe Version),Psycho Killer - 2005 Remaster,10,1977-09-16
4jhsuQCUCJKA5f0bXb6XdJ,Talk Talk,It's My Life,It's My Life - 1997 Remaster,4,1984
6p4rq5rCLgPjjxVmPOLlhN,Tangerine Dream,"Chill, Calm, Come On Down Mix Tape",Love On A Real Train,12,2019-11-22
6tpGF2kYnrqO0S44jKxduZ,Tantric,Tantric (U.S. Version-Enh'd),Breakdown,1,2001-02-13
6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,Lover,You Need To Calm Down,14,2019-08-23
4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,3,1985-02-25
3CtphwpjC0XjIVpLFvGiQR,Temple Of The Dog,Temple Of The Dog (Deluxe Edition),Hunger Strike - 25th Anniversary Mix,3,2016-04-16
745H5CctFr12Mo7cqa1BMH,The Temptations,The Temptations Sing Smokey,My Girl,3,1965-03-22
4D3Twi99sdqxesC68XAPf5,Ten Years After,The Anthology (1967-1971),I'd Love To Change The World,12,2002-01-01
53XBXgtdqf1gmWMm3rqV27,Tenacious D,Tenacious D,Tribute,3,2001-09-25
749S6pIVPtnCCq6mzufmUd,Terry Knight And The Pack,Terry Knight And The Pack/Reflections,I (Who Have Nothing),12,1966-01-01
5ZIU2kT1wNjQNclQeVCz5O,Tesla,Mechanical Resonance,Modern Day Cowboy,7,1986-01-01
1DKyFVzIh1oa1fFnEmTkIl,Them,The Essential Van Morrison,Gloria (feat. Van Morrison) - Stereo Version,1,2015-12-04
7uJLdyIAaYLGT0oLw7I6b3,Them Crooked Vultures,Them Crooked Vultures,New Fang,3,2009-11-17
2UZtI2HUyLRzqBjodvcUmY,Theory of a Deadman,Wake Up Call,Rx (Medicate),2,2017-10-27
0BJU4rYOfj43xHw6gvTIwE,Thompson Twins,Into The Gap,Hold Me Now,3,1984-10-01
2ymeOsYijJz09LfKw3yM2x,Three Dog Night,Naturally,Joy To The World,10,1970-01-01
0M955bMOoilikPXwKLYpoi,Three Days Grace,Three Days Grace,I Hate Everything About You,3,2003-04-19
43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,6,1976
42et6fnHCw1HIPSrdPprMl,Third Eye Blind,Third Eye Blind,Semi-Charmed Life,3,1997-04-08
2W2ieVidLIx9TDvxu0ZT6F,Tina Turner,Simply the Best,The Best - Edit,1,1991-09-30
56SkdBKyR2zOkjk6wVFI9s,Toadies,Rubberneck,Possum Kingdom,4,1994-01-01
18BajNiyvH6GpYshB0unrm,Toby Keith,Toby Keith 35 Biggest Hits,Should've Been A Cowboy,1,2008-01-01
1QDvX3Oa7xM0So8P7qYqVN,Tokio Hotel,Scream,Monsoon - Gateway Version,3,2007
7jIFGkTBIK1UwWaEXMW2Nh,Tom Cochrane,Mad Mad World (Deluxe),Life Is A Highway,1,1991-09-19
5tVA6TkbaAH9QMITTQRrNv,Tom Petty,Full Moon Fever,Free Fallin',1,1989-01-01
7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,American Girl,10,1976-11-09
1qTfHUVPsZTnrmvwQrAQdW,Tommy James & The Shondells,Crimson And Clover / Some Kind Of Love [Digital 45],Crimson And Clover [Mono Version] (45 version),1,1969
4KoNBTm9a55KgLMtEaf3n6,Tonic,Lemon Parade,If You Could Only See,3,1996-07-15
1Xwh83YOFQARZ3QXscP123,Tori Kelly,Unbreakable Smile,I Was Made For Loving You,7,2016-01-29
2374M0fQpWi3dLnB54qaLX,TOTO,Toto IV,Africa,10,1982-04-08
6iX1f3r7oUJnMbGgQ2gx1j,Tommy Tutone,Tommy Tutone - 2,867-5309 / Jenny,1,1981-12-04
2jUoKSWTHduXxUL3JomwhB,Tove Lo,Bikini Porn,Bikini Porn,1,2020-01-15
68Q1r5zDnnYaHkh80yal4A,Trace Adkins,American Man: Greatest Hits Volume II,You're Gonna Miss This,3,2007-01-01
5CGpPUcUahMuLzkNK9ZgPP,Traffic,Mr. Fantasy,Dear Mr. Fantasy,5,1967
4HlFJV71xXKIGcU3kRyttv,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",2,2010-12-01
4HA2jo7wkMdN1lmLO6ryzE,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",End Of The Line,10,1988-10-18
3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,1,2019-10-04
3oW6SWwGqiZSPTiAp7ZQoH,Travis Tritt,Down The Road I Go,It's A Great Day To Be Alive,4,2000-10-01
2qPUnoasNe4Ep43emVXEig,Travie McCoy,Lazarus,Billionaire (feat. Bruno Mars),3,2010-06-07
7jGzYUZ2Bgg8BDfYlQRfn8,The Troggs,From Nowhere,Wild Thing,1,1966-07-25
3ssX20QT5c3nA9wk78V1LQ,2Pac,All Eyez On Me,Ambitionz Az A Ridah,1,1996-02-13
1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,Happy Together,6,1967-04
1hlveB9M6ijHZRbzZ2teyh,Twisted Sister,Stay Hungry,We're Not Gonna Take It,2,1984
6ADSaE87h8Y3lccZlBJdXH,U2,The Joshua Tree (Super Deluxe),With Or Without You - Remastered,3,1987-03-03
4uOKFydzAejjSFqYbv1XPt,UB40,The Very Best Of,Red Red Wine,5,2000
4KoecuyOpZaNFZ0UqVsllc,Uncle Kracker,Double Wide,Follow Me,4,2000-06-13
1JNKvlKsFw4SbPpXQTvxzS,Uriah Heep,Celebration (Bonus Track Edition),Lady in Black,14,2009-10-02
39exKIvycQDgs4T6uXdyu0,Vampire Weekend,Father of the Bride,Harmony Hall,2,2019-05-03
7N3PAbqfTjSEU1edb2tY8j,Van Halen,1984 (Remastered),Jump - 2015 Remaster,2,1984-01-04
3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,1,1967-09
5sulm1kqJnbnqL4wo6xwRJ,Van Zant,Get Right With The Man,Takin' Up Space,1,2005-05-10
11VwZwNF29HrqwalYUMitb,The Velvet Underground,The Velvet Underground (45th Anniversary),Pale Blue Eyes,4,1969
4cKGldbhGJniI8BrB3K6tb,Vertical Horizon,Everything You Want,Everything You Want,3,1999-06-14
