track_id,artist,album,track,album_track_seq,track_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
7qeWNGBqqagdwf4KnjRzGZ,Moneybagg Yo,Time Served,U Played (feat. Lil Baby),2,2020-01-10,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4
